number,unit_name,entity_name,success,reason,rental_income,tax_paid,rented_to_mp,approx_tax_rate,mp_name,mp_email,years_rented_to_mp
ST0024782,Wirral,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0024780,"Westmorland, Furness and Eden Member Party Roles*",Liberal Democrats,TRUE,,41744.92,268.98,FALSE,0.006443419,,,
ST0024773,Warrington,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0024771,Waltham Forest,Liberal Democrats,TRUE,,0,0,FALSE,,,,
ST0024756,"Kenisington, Chelsea and Fulham",Conservative and Unionist Party,TRUE,,,,TRUE,,,,
ST0024741,South East Oxon,Liberal Democrats,TRUE,,964.84,5.8,FALSE,0.006011359,,,
ST0024736,Norwich,Liberal Democrats,TRUE,,2316,,FALSE,0,,,
ST0024735,North Wiltshire,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0024732,North Wales,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0024728,Norfolk County Co-Ordinating Committee,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0024725,Montgomeryshire,Liberal Democrats,TRUE,,914,0,FALSE,0,,,
ST0024692,Gower & Swansea Federation,Conservative and Unionist Party,TRUE,,,,FALSE,,,,
ST0024677,Eastern Region,Conservative and Unionist Party,TRUE,,32237.25,,FALSE,0,,,
ST0024658,Devon and Cornwall,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0024657,Derby City,Liberal Democrats,TRUE,,0,,FALSE,,,,
ST0024638,Aberdeenshire East,Liberal Democrats,TRUE,,6825,,FALSE,0,,,
ST0024636,Salisbury CLP,Labour Party,TRUE,,3511.88,0,TRUE,0,,,
ST0024633,Bury St Edmunds,Conservative and Unionist Party,TRUE,,151,,FALSE,0,,,
ST0024620,Brent North CLP,Labour Party,TRUE,,19125,1931,FALSE,0.1009673202614379,,,
ST0024615,Walthamstow CLP,Labour Party,TRUE,,10662.08,75.3,TRUE,0.007062412,Ms Stella Creasy,stella.creasy.mp@parliament.uk,15
ST0024614,Swansea West CLP,Labour Party,TRUE,,0,,FALSE,,Torsten Bell,torsten.bell.mp@parliament.uk,
ST0024612,Rhondda CLP,Labour Party,TRUE,,7533.03,,FALSE,0,,,
ST0024611,Plymouth Sutton and Devonport CLP,Labour Party,TRUE,,,0,TRUE,,Luke Pollard,luke.pollard.mp@parliament.uk,
ST0024610,Pendle CLP,Labour Party,TRUE,,5000.04,,FALSE,0,,,
ST0024604,Lewisham West and Penge CLP,Labour Party,TRUE,,18767.55,0,TRUE,0,Ellie Reeves,,7
ST0024584,Cheshire & The Wirral Area,Conservative and Unionist Party,TRUE,,0,0,FALSE,,,,
